Sales Person,Country,Product,Date,Amount,Boxes Shipped,Payment Type,Time of Day,Unnamed: 8
Ches Bonnell,India,Organic Choco Syrup,22-07-2025,9469.68,176,Cash,Afternoon,Tamil Nadu
Kelci Walkden,India,Almond Choco,23-12-2025,7681.08,313,UPI,Afternoon,Karnataka
Kaine Padly,Australia,After Nines,11-07-2025,11628.03,245,Card,Afternoon,Victoria
Oby Sorrel,Australia,Fruit & Nut Bars,25-05-2025,1100.19,375,Cash,Evening,New South Wales
Curtice Advani,UK,Smooth Sliky Salty,19-10-2025,14467.51,215,Cash,Afternoon,Scotland
Dennison Crosswaite,UK,Peanut Butter Cubes,11-09-2025,7355.34,302,Cash,Evening,Wales
Ches Bonnell,India,Eclairs,27-07-2025,9137.73,254,Card,Evening,Tamil Nadu
Ches Bonnell,India,85% Dark Bars,15-12-2025,4080.03,166,UPI,Morning,Karnataka
Oby Sorrel,Australia,Raspberry Choco,08-12-2025,5402.17,56,Card,Evening,Queensland
Marney O'Breen,India,Raspberry Choco,12-04-2025,7031.34,61,Cash,Afternoon,Maharashtra
Dotty Strutley,UK,Baker's Choco Chips,04-07-2025,5669.83,124,Cash,Morning,Scotland
Wilone O'Kielt,Australia,Milk Bars,14-03-2025,9605.83,146,Cash,Morning,Queensland
Jan Morforth,India,Drinking Coco,14-04-2025,14191.61,230,UPI,Evening,Tamil Nadu
Husein Augar,Australia,Eclairs,30-09-2025,6949.61,263,Card,Morning,Queensland
Ches Bonnell,UK,Caramel Stuffed Bars,28-02-2025,8071.1,54,UPI,Evening,Wales
Dotty Strutley,UK,Raspberry Choco,20-02-2025,14726.43,169,Cash,Afternoon,Scotland
Camilla Castle,India,70% Dark Bites,29-03-2025,5283.3,103,Card,Morning,Tamil Nadu
Roddy Speechley,UK,Organic Choco Syrup,06-04-2025,14846.09,292,Cash,Morning,England
Kelci Walkden,India,After Nines,08-12-2025,10622.51,56,Cash,Evening,Karnataka
Wilone O'Kielt,UK,Mint Chip Choco,01-11-2025,5687.08,370,Card,Afternoon,Wales
Camilla Castle,India,Caramel Stuffed Bars,12-05-2025,12682.44,333,UPI,Afternoon,Maharashtra
Roddy Speechley,India,Raspberry Choco,24-03-2025,10674.76,81,Cash,Morning,Maharashtra
Kaine Padly,India,Mint Chip Choco,03-04-2025,10914.22,323,Cash,Afternoon,Maharashtra
Mallorie Waber,Australia,Fruit & Nut Bars,05-01-2025,14892.88,119,Cash,Morning,New South Wales
Kelci Walkden,India,Manuka Honey Choco,02-08-2025,9107.39,231,UPI,Evening,Tamil Nadu
Kaine Padly,Australia,Drinking Coco,22-09-2025,10432.75,58,Card,Afternoon,Queensland
Madelene Upcott,UK,Eclairs,13-02-2025,5155.91,334,Card,Afternoon,Scotland
Barr Faughny,Australia,Organic Choco Syrup,25-07-2025,7323.56,293,Card,Afternoon,New South Wales
Dotty Strutley,UK,50% Dark Bites,03-06-2025,5178.31,189,Card,Afternoon,Scotland
Husein Augar,India,Drinking Coco,05-06-2025,12150.13,393,Cash,Afternoon,Tamil Nadu
Marney O'Breen,Australia,Organic Choco Syrup,25-12-2025,3458.51,72,Card,Morning,Queensland
Roddy Speechley,India,Raspberry Choco,25-09-2025,4751.02,180,Cash,Evening,Maharashtra
Rafaelita Blaksland,Australia,Fruit & Nut Bars,04-05-2025,10654.9,94,Card,Evening,New South Wales
Beverie Moffet,Australia,99% Dark & Pure,21-08-2025,7045.54,53,UPI,Afternoon,Victoria
Karlen McCaffrey,UK,Choco Coated Almonds,24-09-2025,2496.56,229,Card,Evening,Scotland
Roddy Speechley,UK,Peanut Butter Cubes,28-11-2025,13447.4,172,UPI,Morning,Wales
Kelci Walkden,India,Raspberry Choco,25-05-2025,7163.36,215,Card,Evening,Maharashtra
Curtice Advani,UK,Orange Choco,29-04-2025,8318.05,259,UPI,Afternoon,England
Mallorie Waber,UK,99% Dark & Pure,02-04-2025,14836.15,218,Card,Morning,Wales
Ches Bonnell,Australia,50% Dark Bites,02-12-2025,10951.63,323,Card,Morning,Queensland
Ches Bonnell,UK,Mint Chip Choco,31-10-2025,9259.53,65,UPI,Afternoon,Wales
Jan Morforth,UK,Mint Chip Choco,16-08-2025,14930.18,376,Cash,Morning,Wales
Camilla Castle,Australia,85% Dark Bars,20-11-2025,2272.65,293,Cash,Afternoon,Victoria
Van Tuxwell,India,Spicy Special Slims,04-04-2025,12195.99,341,Card,Evening,Karnataka
Jehu Rudeforth,UK,Eclairs,13-05-2025,14454.67,97,Cash,Morning,Wales
Barr Faughny,Australia,After Nines,05-06-2025,5217.08,249,Cash,Afternoon,New South Wales
Jan Morforth,UK,Peanut Butter Cubes,11-07-2025,2043.39,281,UPI,Afternoon,England
Kelci Walkden,UK,Orange Choco,30-08-2025,1196.68,194,Cash,Afternoon,Scotland
Jehu Rudeforth,UK,Raspberry Choco,13-11-2025,2729.17,325,Cash,Morning,Wales
Beverie Moffet,Australia,Baker's Choco Chips,04-04-2025,6915.18,106,Cash,Evening,Victoria
Mallorie Waber,Australia,Organic Choco Syrup,07-11-2025,4055.17,334,UPI,Morning,New South Wales
Mallorie Waber,UK,Fruit & Nut Bars,25-09-2025,3944.16,130,Cash,Morning,England
Oby Sorrel,UK,Raspberry Choco,25-07-2025,11112.14,91,Cash,Morning,England
Gunar Cockshoot,India,50% Dark Bites,22-05-2025,5468.7,398,Card,Evening,Karnataka
Dotty Strutley,UK,Drinking Coco,20-04-2025,7925.65,345,UPI,Evening,England
Marney O'Breen,UK,Mint Chip Choco,17-04-2025,5250.82,82,UPI,Morning,Scotland
Ches Bonnell,UK,Manuka Honey Choco,08-06-2025,13903.93,342,UPI,Afternoon,Scotland
Marney O'Breen,UK,Raspberry Choco,14-01-2025,10464.27,66,Card,Afternoon,Scotland
Madelene Upcott,UK,Milk Bars,15-06-2025,7663.42,371,Card,Morning,Scotland
Ches Bonnell,India,Spicy Special Slims,05-10-2025,7163.59,375,Cash,Evening,Karnataka
Jan Morforth,Australia,70% Dark Bites,13-08-2025,2565.85,248,UPI,Evening,New South Wales
Husein Augar,India,Peanut Butter Cubes,26-07-2025,11661.85,201,Cash,Morning,Tamil Nadu
Mallorie Waber,India,Organic Choco Syrup,03-08-2025,3455.42,227,Cash,Morning,Maharashtra
Husein Augar,India,Almond Choco,12-01-2025,5478.23,358,Cash,Morning,Karnataka
Mallorie Waber,Australia,Raspberry Choco,04-12-2025,12072.56,183,Card,Afternoon,Queensland
Andria Kimpton,UK,Caramel Stuffed Bars,18-07-2025,3094.68,66,Card,Afternoon,Scotland
Gunar Cockshoot,India,50% Dark Bites,27-10-2025,5945.88,371,UPI,Evening,Tamil Nadu
Ches Bonnell,UK,Raspberry Choco,18-04-2025,11498.66,54,UPI,Afternoon,England
Kaine Padly,UK,Manuka Honey Choco,05-03-2025,5355.18,84,Card,Morning,Wales
Kelci Walkden,Australia,85% Dark Bars,06-11-2025,2682.69,141,UPI,Afternoon,Victoria
Jan Morforth,Australia,White Choc,29-10-2025,2522.8,313,Cash,Afternoon,Queensland
Jehu Rudeforth,India,50% Dark Bites,07-01-2025,3182.2,224,Card,Afternoon,Tamil Nadu
Gigi Bohling,India,Eclairs,22-05-2025,11101.07,317,UPI,Morning,Maharashtra
Jehu Rudeforth,Australia,50% Dark Bites,27-09-2025,4552.99,149,UPI,Morning,Queensland
Oby Sorrel,Australia,99% Dark & Pure,21-06-2025,4845.51,135,Cash,Evening,Victoria
Husein Augar,Australia,Orange Choco,10-09-2025,11466.24,222,Card,Evening,Queensland
Mallorie Waber,UK,Orange Choco,07-01-2025,7757.34,373,Cash,Evening,Scotland
Van Tuxwell,Australia,50% Dark Bites,03-10-2025,3087.23,234,Cash,Evening,Victoria
Mallorie Waber,India,Raspberry Choco,23-08-2025,3353.45,139,Card,Afternoon,Maharashtra
Van Tuxwell,India,50% Dark Bites,16-03-2025,8640.68,309,Cash,Afternoon,Maharashtra
Kelci Walkden,India,Raspberry Choco,05-11-2025,8812.34,347,Cash,Morning,Tamil Nadu
Rafaelita Blaksland,UK,Eclairs,11-03-2025,10771.36,260,Cash,Afternoon,Scotland
Karlen McCaffrey,Australia,Organic Choco Syrup,17-06-2025,10487.07,329,UPI,Afternoon,New South Wales
Rafaelita Blaksland,India,Manuka Honey Choco,19-04-2025,4702.38,392,Cash,Evening,Tamil Nadu
Ches Bonnell,India,99% Dark & Pure,11-04-2025,1796.39,305,Card,Afternoon,Karnataka
Gunar Cockshoot,UK,Orange Choco,19-02-2025,2123.48,80,Card,Evening,Scotland
Jan Morforth,India,White Choc,11-02-2025,11277.84,271,Cash,Morning,Tamil Nadu
Dennison Crosswaite,India,After Nines,10-08-2025,12266.36,222,UPI,Morning,Karnataka
Camilla Castle,Australia,Manuka Honey Choco,19-05-2025,14569.44,203,Cash,Afternoon,Victoria
Gigi Bohling,UK,85% Dark Bars,14-04-2025,1888.06,375,UPI,Afternoon,Wales
Gunar Cockshoot,Australia,Almond Choco,11-12-2025,1104.94,299,UPI,Afternoon,Queensland
Van Tuxwell,UK,85% Dark Bars,05-11-2025,11312.71,346,Card,Afternoon,England
Rafaelita Blaksland,India,Baker's Choco Chips,20-08-2025,11236.92,222,Cash,Evening,Tamil Nadu
Beverie Moffet,Australia,Almond Choco,26-11-2025,12778.32,201,Card,Afternoon,Victoria
Oby Sorrel,UK,Orange Choco,07-07-2025,2301.93,243,UPI,Morning,Wales
Oby Sorrel,India,99% Dark & Pure,24-08-2025,9892.44,97,Cash,Morning,Tamil Nadu
Dotty Strutley,Australia,Organic Choco Syrup,20-12-2025,12289.15,159,Card,Morning,Victoria
Gunar Cockshoot,Australia,After Nines,24-04-2025,11215.51,321,Cash,Afternoon,Victoria
Curtice Advani,Australia,After Nines,22-01-2025,7932.72,274,Cash,Evening,New South Wales
Marney O'Breen,Australia,Drinking Coco,14-02-2025,2614.78,275,Cash,Evening,Victoria
Brien Boise,India,Raspberry Choco,11-01-2025,8329.52,174,Card,Afternoon,Karnataka
Jan Morforth,Australia,Eclairs,27-10-2025,8121.7,398,Card,Evening,New South Wales
Gunar Cockshoot,UK,Milk Bars,31-01-2025,12932.69,352,UPI,Afternoon,Wales
Ches Bonnell,UK,Milk Bars,30-07-2025,7793.65,155,Card,Afternoon,Scotland
Kaine Padly,UK,50% Dark Bites,16-11-2025,14634.99,337,Card,Morning,Wales
Andria Kimpton,UK,White Choc,31-05-2025,12936.47,273,Cash,Afternoon,Wales
Roddy Speechley,India,Fruit & Nut Bars,03-03-2025,6751.15,232,Cash,Evening,Karnataka
Oby Sorrel,India,Fruit & Nut Bars,09-06-2025,5656.52,352,Card,Morning,Karnataka
Gunar Cockshoot,UK,Spicy Special Slims,14-02-2025,4828.34,50,Card,Afternoon,Scotland
Madelene Upcott,Australia,Organic Choco Syrup,14-07-2025,14599.63,192,UPI,Morning,New South Wales
Roddy Speechley,Australia,Fruit & Nut Bars,02-12-2025,4223.42,379,UPI,Morning,Victoria
Gigi Bohling,UK,Milk Bars,23-10-2025,7421.35,58,Cash,Morning,Scotland
Madelene Upcott,India,99% Dark & Pure,19-11-2025,4593.82,283,Cash,Evening,Tamil Nadu
Wilone O'Kielt,India,Fruit & Nut Bars,05-06-2025,9280.19,131,Cash,Morning,Maharashtra
Dennison Crosswaite,UK,Almond Choco,17-01-2025,11444.68,311,UPI,Morning,Wales
Kaine Padly,UK,Almond Choco,09-06-2025,4866.1,96,Card,Evening,Scotland
Dotty Strutley,Australia,85% Dark Bars,23-06-2025,3049.98,284,Cash,Evening,Queensland
Van Tuxwell,UK,Fruit & Nut Bars,26-05-2025,7131.44,286,Cash,Evening,England
Dotty Strutley,India,70% Dark Bites,10-03-2025,12089.38,146,Card,Morning,Karnataka
Gigi Bohling,India,Fruit & Nut Bars,22-11-2025,14348.19,356,UPI,Morning,Karnataka
Camilla Castle,UK,Drinking Coco,05-11-2025,13059.25,317,Cash,Evening,Scotland
Husein Augar,India,Organic Choco Syrup,28-06-2025,3411.35,300,Cash,Afternoon,Tamil Nadu
Jehu Rudeforth,India,Fruit & Nut Bars,17-09-2025,11893.7,142,UPI,Afternoon,Maharashtra
Curtice Advani,UK,Milk Bars,29-11-2025,2574.53,280,Card,Afternoon,England
Roddy Speechley,India,Caramel Stuffed Bars,27-04-2025,7752.29,230,Card,Evening,Tamil Nadu
Brien Boise,UK,Orange Choco,12-02-2025,13173.98,281,UPI,Afternoon,Wales
Karlen McCaffrey,UK,70% Dark Bites,08-05-2025,4875.53,201,Cash,Afternoon,England
Curtice Advani,India,Baker's Choco Chips,07-08-2025,9805.5,169,Cash,Evening,Tamil Nadu
Jehu Rudeforth,India,Eclairs,28-07-2025,11792.45,78,Card,Evening,Maharashtra
Curtice Advani,Australia,After Nines,24-01-2025,6395.0,375,Cash,Afternoon,Queensland
Karlen McCaffrey,India,Peanut Butter Cubes,22-03-2025,11107.01,328,Cash,Evening,Maharashtra
Van Tuxwell,Australia,Manuka Honey Choco,07-04-2025,14955.78,89,Card,Morning,Queensland
Van Tuxwell,Australia,70% Dark Bites,14-11-2025,8232.11,291,Card,Afternoon,Queensland
Andria Kimpton,Australia,Smooth Sliky Salty,11-11-2025,12437.64,250,Cash,Morning,Queensland
Dotty Strutley,Australia,Baker's Choco Chips,31-10-2025,10677.04,229,Cash,Evening,Queensland
Gunar Cockshoot,Australia,Baker's Choco Chips,03-01-2025,1613.73,134,UPI,Afternoon,Victoria
Madelene Upcott,Australia,After Nines,04-08-2025,5331.88,89,Cash,Afternoon,Queensland
Van Tuxwell,UK,Peanut Butter Cubes,11-06-2025,8134.83,298,Cash,Evening,Scotland
Roddy Speechley,UK,Raspberry Choco,07-04-2025,5214.06,223,UPI,Morning,England
Gunar Cockshoot,India,Choco Coated Almonds,09-02-2025,9524.37,367,Card,Afternoon,Tamil Nadu
Wilone O'Kielt,India,Peanut Butter Cubes,08-04-2025,4413.62,91,Card,Evening,Karnataka
Marney O'Breen,India,Baker's Choco Chips,28-04-2025,12711.04,364,Cash,Afternoon,Karnataka
Jehu Rudeforth,UK,Peanut Butter Cubes,29-11-2025,1478.15,79,Card,Evening,England
Kaine Padly,Australia,Smooth Sliky Salty,03-11-2025,5281.82,331,UPI,Afternoon,Queensland
Kelci Walkden,UK,Mint Chip Choco,13-07-2025,13699.02,378,Cash,Morning,Wales
Dotty Strutley,Australia,Fruit & Nut Bars,10-09-2025,5824.62,208,Card,Morning,Queensland
Beverie Moffet,India,Baker's Choco Chips,06-03-2025,3521.02,88,UPI,Evening,Maharashtra
Dotty Strutley,India,Organic Choco Syrup,26-09-2025,2607.95,270,Card,Afternoon,Karnataka
Van Tuxwell,Australia,Peanut Butter Cubes,16-05-2025,13028.72,102,UPI,Morning,Victoria
Rafaelita Blaksland,India,Spicy Special Slims,28-01-2025,4009.59,186,Card,Afternoon,Maharashtra
Mallorie Waber,India,Orange Choco,27-05-2025,9178.61,185,Card,Afternoon,Maharashtra
Barr Faughny,UK,Spicy Special Slims,09-09-2025,14802.01,271,UPI,Afternoon,Scotland
Oby Sorrel,Australia,Fruit & Nut Bars,17-06-2025,11816.96,365,Card,Evening,Queensland
Kelci Walkden,Australia,Eclairs,14-01-2025,5711.63,117,Card,Morning,Victoria
Barr Faughny,UK,Choco Coated Almonds,24-08-2025,7802.56,183,Cash,Morning,England
Karlen McCaffrey,UK,Manuka Honey Choco,29-05-2025,4712.3,241,Card,Evening,Scotland
Roddy Speechley,Australia,After Nines,18-06-2025,5881.71,63,Cash,Morning,Queensland
Wilone O'Kielt,UK,Eclairs,11-08-2025,12007.25,90,UPI,Afternoon,England
Jan Morforth,Australia,70% Dark Bites,17-10-2025,14203.18,208,UPI,Afternoon,Victoria
Kelci Walkden,Australia,70% Dark Bites,20-11-2025,13230.54,207,Card,Morning,Queensland
Jan Morforth,India,Almond Choco,24-04-2025,4871.35,88,UPI,Afternoon,Karnataka
Madelene Upcott,UK,Smooth Sliky Salty,22-10-2025,8574.81,215,Card,Afternoon,Wales
Jan Morforth,India,Eclairs,15-11-2025,3707.04,100,Cash,Evening,Tamil Nadu
Brien Boise,India,Drinking Coco,27-04-2025,11664.65,104,Cash,Evening,Maharashtra
Ches Bonnell,Australia,Choco Coated Almonds,23-05-2025,3033.8,356,Cash,Morning,Queensland
Madelene Upcott,Australia,Mint Chip Choco,20-01-2025,2296.07,110,Cash,Morning,Victoria
Gunar Cockshoot,Australia,Almond Choco,08-10-2025,13057.53,77,UPI,Morning,Victoria
Curtice Advani,UK,50% Dark Bites,31-08-2025,5065.41,60,UPI,Morning,England
Mallorie Waber,Australia,Milk Bars,19-03-2025,10655.35,203,Cash,Afternoon,Victoria
Jehu Rudeforth,Australia,Almond Choco,17-08-2025,5693.61,182,Card,Afternoon,Victoria
Andria Kimpton,India,Manuka Honey Choco,09-10-2025,5749.45,393,Card,Evening,Tamil Nadu
Van Tuxwell,Australia,Spicy Special Slims,01-09-2025,12746.71,235,UPI,Evening,Queensland
Marney O'Breen,UK,Almond Choco,20-09-2025,4603.44,248,UPI,Evening,England
Marney O'Breen,Australia,Choco Coated Almonds,03-06-2025,3122.65,320,Cash,Evening,New South Wales
Marney O'Breen,India,After Nines,10-08-2025,10695.07,254,Card,Morning,Tamil Nadu
Mallorie Waber,Australia,Almond Choco,29-05-2025,7707.71,351,UPI,Afternoon,New South Wales
Oby Sorrel,UK,Drinking Coco,24-08-2025,10330.46,80,UPI,Afternoon,Wales
Van Tuxwell,Australia,Choco Coated Almonds,03-03-2025,4178.24,143,Card,Morning,Victoria
Gunar Cockshoot,UK,After Nines,27-05-2025,9016.95,290,Cash,Afternoon,Scotland
Marney O'Breen,UK,White Choc,12-07-2025,9180.52,76,UPI,Afternoon,England
Husein Augar,UK,After Nines,19-09-2025,10582.79,115,Card,Evening,Wales
Van Tuxwell,Australia,Almond Choco,01-10-2025,8570.61,347,Cash,Evening,Victoria
Van Tuxwell,Australia,White Choc,20-09-2025,7231.78,304,Cash,Evening,Queensland
Gigi Bohling,Australia,Orange Choco,14-10-2025,7023.38,198,Card,Afternoon,Queensland
Oby Sorrel,India,Orange Choco,28-05-2025,8818.53,68,Cash,Afternoon,Karnataka
Karlen McCaffrey,Australia,After Nines,07-09-2025,11550.81,191,Card,Morning,Victoria
Mallorie Waber,India,50% Dark Bites,03-04-2025,7493.35,191,Cash,Afternoon,Karnataka
Brien Boise,India,After Nines,11-04-2025,8635.71,370,Card,Morning,Tamil Nadu
Gigi Bohling,Australia,Fruit & Nut Bars,26-04-2025,4746.46,167,Card,Afternoon,Victoria
Marney O'Breen,Australia,50% Dark Bites,11-05-2025,6193.83,317,Card,Evening,New South Wales
Dotty Strutley,UK,Almond Choco,02-08-2025,5326.86,112,Card,Afternoon,Scotland
Oby Sorrel,UK,50% Dark Bites,01-02-2025,6368.06,315,Card,Morning,Wales
Husein Augar,UK,Smooth Sliky Salty,24-02-2025,10403.9,255,UPI,Evening,Wales
Mallorie Waber,India,Almond Choco,19-02-2025,5812.96,248,UPI,Evening,Tamil Nadu
Camilla Castle,Australia,Fruit & Nut Bars,24-11-2025,1628.17,292,Cash,Evening,New South Wales
Dennison Crosswaite,India,Fruit & Nut Bars,26-05-2025,2629.48,332,Cash,Afternoon,Karnataka
Curtice Advani,UK,Orange Choco,16-01-2025,14505.71,291,UPI,Evening,Scotland
Jan Morforth,Australia,Caramel Stuffed Bars,12-05-2025,1569.98,264,Card,Evening,New South Wales
Mallorie Waber,India,Organic Choco Syrup,05-06-2025,5727.49,200,Cash,Evening,Karnataka
Van Tuxwell,UK,Spicy Special Slims,26-03-2025,6401.21,258,Cash,Morning,Scotland
Marney O'Breen,UK,Raspberry Choco,12-05-2025,9047.14,296,Cash,Evening,Wales
Roddy Speechley,India,Drinking Coco,16-04-2025,5048.79,68,Card,Morning,Maharashtra
Rafaelita Blaksland,India,Caramel Stuffed Bars,25-10-2025,13138.47,309,Card,Afternoon,Karnataka
Jan Morforth,UK,Drinking Coco,27-02-2025,3297.61,189,Card,Morning,England
Karlen McCaffrey,UK,Manuka Honey Choco,26-06-2025,2013.24,133,Cash,Morning,Wales
Dennison Crosswaite,Australia,White Choc,02-05-2025,9846.71,250,Cash,Morning,Queensland
Ches Bonnell,India,White Choc,16-10-2025,1637.03,394,Cash,Evening,Maharashtra
Andria Kimpton,Australia,50% Dark Bites,09-11-2025,1236.66,164,UPI,Afternoon,Queensland
Gunar Cockshoot,Australia,Mint Chip Choco,28-07-2025,3710.67,52,Cash,Morning,New South Wales
Dotty Strutley,India,Spicy Special Slims,26-09-2025,13079.75,105,Cash,Evening,Maharashtra
Dotty Strutley,India,Peanut Butter Cubes,08-12-2025,3703.34,299,UPI,Afternoon,Maharashtra
Brien Boise,UK,After Nines,02-08-2025,1351.25,212,UPI,Morning,England
Camilla Castle,Australia,Peanut Butter Cubes,30-04-2025,9024.39,280,Card,Afternoon,New South Wales
Barr Faughny,Australia,Drinking Coco,01-06-2025,14473.15,61,Cash,Evening,New South Wales
Jan Morforth,Australia,Eclairs,12-10-2025,3667.37,341,UPI,Evening,Victoria
Marney O'Breen,India,Raspberry Choco,03-02-2025,5868.36,60,UPI,Evening,Maharashtra
Barr Faughny,UK,Almond Choco,31-12-2025,1200.29,377,Cash,Morning,Scotland
Wilone O'Kielt,Australia,Spicy Special Slims,28-08-2025,11140.01,173,Cash,Evening,Victoria
Marney O'Breen,UK,Baker's Choco Chips,16-01-2025,9974.59,203,UPI,Evening,Wales
Beverie Moffet,India,Manuka Honey Choco,26-07-2025,6478.99,193,UPI,Morning,Maharashtra
Karlen McCaffrey,India,After Nines,03-08-2025,3223.85,322,Cash,Evening,Karnataka
Camilla Castle,UK,99% Dark & Pure,06-07-2025,14768.8,289,Cash,Afternoon,England
Brien Boise,India,99% Dark & Pure,14-04-2025,6424.83,53,Cash,Morning,Maharashtra
Rafaelita Blaksland,India,After Nines,27-06-2025,6177.38,76,UPI,Evening,Karnataka
Dotty Strutley,UK,Milk Bars,02-06-2025,5011.72,132,Card,Morning,England
Van Tuxwell,UK,After Nines,14-06-2025,5791.63,326,Cash,Morning,Wales
Curtice Advani,India,Drinking Coco,04-01-2025,11677.59,359,UPI,Morning,Tamil Nadu
Gunar Cockshoot,Australia,Fruit & Nut Bars,01-09-2025,7652.93,376,UPI,Evening,Queensland
Jehu Rudeforth,India,Almond Choco,09-09-2025,4410.79,73,Cash,Morning,Maharashtra
Rafaelita Blaksland,UK,Manuka Honey Choco,08-04-2025,11465.81,101,UPI,Morning,Scotland
Wilone O'Kielt,India,Drinking Coco,04-07-2025,10061.8,400,UPI,Morning,Maharashtra
Gunar Cockshoot,India,Drinking Coco,27-09-2025,11054.14,162,UPI,Afternoon,Tamil Nadu
Ches Bonnell,Australia,Caramel Stuffed Bars,23-03-2025,1295.17,295,Card,Afternoon,New South Wales
Husein Augar,India,85% Dark Bars,28-11-2025,6856.7,186,Cash,Afternoon,Maharashtra
Karlen McCaffrey,Australia,Almond Choco,14-05-2025,14934.58,222,Card,Afternoon,Victoria
Beverie Moffet,Australia,Orange Choco,24-07-2025,14924.26,134,UPI,Evening,New South Wales
Rafaelita Blaksland,Australia,Organic Choco Syrup,14-03-2025,8438.17,120,Cash,Evening,Victoria
Gigi Bohling,UK,70% Dark Bites,13-11-2025,7155.39,233,Card,Morning,England
Rafaelita Blaksland,India,50% Dark Bites,18-02-2025,4539.44,399,Cash,Afternoon,Karnataka
Mallorie Waber,Australia,Fruit & Nut Bars,12-03-2025,7890.58,337,Cash,Evening,Victoria
Camilla Castle,India,Organic Choco Syrup,08-12-2025,9289.82,354,UPI,Evening,Karnataka
Jehu Rudeforth,UK,White Choc,03-01-2025,7441.6,222,UPI,Afternoon,Wales
Beverie Moffet,India,70% Dark Bites,01-06-2025,5641.12,200,Cash,Afternoon,Karnataka
Marney O'Breen,UK,Eclairs,12-06-2025,1404.87,177,UPI,Afternoon,England
Jan Morforth,Australia,Fruit & Nut Bars,30-11-2025,9718.17,184,Card,Evening,Victoria
Dotty Strutley,UK,Caramel Stuffed Bars,07-06-2025,12583.31,319,Cash,Evening,Wales
Dotty Strutley,UK,Spicy Special Slims,07-11-2025,3495.74,193,UPI,Morning,Scotland
Mallorie Waber,India,Fruit & Nut Bars,02-07-2025,5821.26,263,Card,Morning,Maharashtra
Curtice Advani,India,Raspberry Choco,03-12-2025,11171.92,319,Card,Evening,Tamil Nadu
Jehu Rudeforth,India,Eclairs,21-09-2025,10250.18,163,Cash,Evening,Maharashtra
Oby Sorrel,India,Milk Bars,27-10-2025,14237.77,252,Card,Afternoon,Karnataka
Jan Morforth,UK,99% Dark & Pure,20-02-2025,8669.59,328,Cash,Morning,England
Karlen McCaffrey,India,Manuka Honey Choco,03-05-2025,1003.05,82,Cash,Afternoon,Tamil Nadu
Husein Augar,Australia,Smooth Sliky Salty,26-03-2025,10025.83,193,Card,Morning,New South Wales
Dennison Crosswaite,UK,85% Dark Bars,04-04-2025,14986.98,83,UPI,Afternoon,Scotland
Jehu Rudeforth,UK,Spicy Special Slims,29-01-2025,13210.59,211,Card,Evening,England
Camilla Castle,UK,70% Dark Bites,24-10-2025,10554.12,367,UPI,Afternoon,Wales
Mallorie Waber,India,After Nines,15-05-2025,8652.35,395,UPI,Evening,Tamil Nadu
Van Tuxwell,Australia,After Nines,16-01-2025,2990.35,308,UPI,Evening,Victoria
Beverie Moffet,India,Orange Choco,07-11-2025,8393.3,362,Cash,Evening,Karnataka
Van Tuxwell,UK,Manuka Honey Choco,09-07-2025,13345.72,152,Cash,Evening,England
Wilone O'Kielt,UK,Fruit & Nut Bars,11-10-2025,9853.45,331,Cash,Morning,Scotland
Gunar Cockshoot,UK,85% Dark Bars,30-09-2025,8617.25,152,Card,Evening,England
Camilla Castle,Australia,Spicy Special Slims,22-05-2025,13238.37,213,Cash,Afternoon,New South Wales
Brien Boise,India,Fruit & Nut Bars,08-08-2025,1959.5,119,Card,Afternoon,Tamil Nadu
Curtice Advani,Australia,Organic Choco Syrup,11-09-2025,12088.4,210,Card,Morning,Queensland
Ches Bonnell,India,Orange Choco,20-11-2025,9649.62,159,UPI,Morning,Maharashtra
Mallorie Waber,UK,Manuka Honey Choco,22-09-2025,9948.09,73,Card,Evening,Scotland
Van Tuxwell,Australia,Eclairs,26-03-2025,13067.44,315,Cash,Evening,New South Wales
Kaine Padly,Australia,Milk Bars,10-11-2025,4719.5,176,Card,Afternoon,Victoria
Madelene Upcott,India,Fruit & Nut Bars,08-09-2025,11545.19,189,Cash,Evening,Tamil Nadu
Dennison Crosswaite,India,50% Dark Bites,12-08-2025,8906.45,130,Card,Evening,Tamil Nadu
Brien Boise,India,White Choc,23-11-2025,12408.07,348,UPI,Morning,Tamil Nadu
Husein Augar,India,99% Dark & Pure,09-03-2025,1440.03,217,Card,Evening,Maharashtra
Oby Sorrel,UK,70% Dark Bites,25-07-2025,5377.41,216,Card,Afternoon,England
Karlen McCaffrey,India,Raspberry Choco,24-04-2025,5706.42,268,UPI,Evening,Maharashtra
Gigi Bohling,India,White Choc,16-11-2025,2190.17,125,Card,Evening,Tamil Nadu
Brien Boise,India,50% Dark Bites,21-07-2025,1794.25,108,Cash,Morning,Tamil Nadu
Jehu Rudeforth,UK,Orange Choco,02-08-2025,11658.31,207,UPI,Afternoon,Scotland
Ches Bonnell,UK,Caramel Stuffed Bars,07-03-2025,6979.11,66,Card,Evening,Wales
Gunar Cockshoot,UK,White Choc,18-07-2025,14962.17,152,Card,Morning,Scotland
Curtice Advani,India,85% Dark Bars,16-09-2025,6371.97,214,UPI,Afternoon,Maharashtra
Beverie Moffet,Australia,White Choc,26-07-2025,9450.63,160,Card,Morning,Victoria
Rafaelita Blaksland,UK,Milk Bars,22-03-2025,9696.2,297,UPI,Morning,Wales
